TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE
MARINADE,METEORA_PIVOT,BLOCK_ID,NUMBER
MARINADE,METEORA_PIVOT,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
MARINADE,METEORA_PIVOT,TX_ID,TEXT
MARINADE,METEORA_PIVOT,INDEX,NUMBER
MARINADE,METEORA_PIVOT,INNER_INDEX,NUMBER
MARINADE,METEORA_PIVOT,EVENT_TYPE,TEXT
MARINADE,METEORA_PIVOT,POOL_ADDRESS,TEXT
MARINADE,METEORA_PIVOT,PROVIDER_ADDRESS,TEXT
MARINADE,METEORA_PIVOT,TOKEN_A_MINT,TEXT
MARINADE,METEORA_PIVOT,TOKEN_A_AMOUNT,FLOAT
MARINADE,METEORA_PIVOT,TOKEN_B_MINT,TEXT
MARINADE,METEORA_PIVOT,TOKEN_B_AMOUNT,FLOAT
MARINADE,METEORA_PIVOT,PROGRAM_ID,TEXT
MARINADE,METEORA_PIVOT,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
MARINADE,METEORA_PIVOT,LIQUIDITY_POOL_ACTIONS_METEORA_ID,TEXT
NFT,DIM_NFT_METADATA,MINT,TEXT
NFT,DIM_NFT_METADATA,NFT_COLLECTION_NAME,TEXT
NFT,DIM_NFT_METADATA,COLLECTION_ID,TEXT
NFT,DIM_NFT_METADATA,CREATORS,VARIANT
NFT,DIM_NFT_METADATA,AUTHORITY,TEXT
NFT,DIM_NFT_METADATA,METADATA,ARRAY
NFT,DIM_NFT_METADATA,IMAGE_URL,TEXT
NFT,DIM_NFT_METADATA,METADATA_URI,TEXT
NFT,DIM_NFT_METADATA,NFT_NAME,TEXT
NFT,DIM_NFT_METADATA,DIM_NFT_METADATA_ID,TEXT
NFT,DIM_NFT_METADATA,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
NFT,DIM_NFT_METADATA,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
NFT,EZ_NFT_SALES,MARKETPLACE,TEXT
NFT,EZ_NFT_SALES,MARKETPLACE_VERSION,TEXT
NFT,EZ_NFT_SALES,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
NFT,EZ_NFT_SALES,BLOCK_ID,NUMBER
NFT,EZ_NFT_SALES,TX_ID,TEXT
NFT,EZ_NFT_SALES,SUCCEEDED,BOOLEAN
NFT,EZ_NFT_SALES,INDEX,NUMBER
NFT,EZ_NFT_SALES,INNER_INDEX,NUMBER
NFT,EZ_NFT_SALES,PROGRAM_ID,TEXT
NFT,EZ_NFT_SALES,BUYER_ADDRESS,TEXT
NFT,EZ_NFT_SALES,SELLER_ADDRESS,TEXT
NFT,EZ_NFT_SALES,MINT,TEXT
NFT,EZ_NFT_SALES,NFT_NAME,TEXT
NFT,EZ_NFT_SALES,PRICE,FLOAT
NFT,EZ_NFT_SALES,CURRENCY_ADDRESS,TEXT
NFT,EZ_NFT_SALES,CURRENCY_SYMBOL,TEXT
NFT,EZ_NFT_SALES,PRICE_USD,FLOAT
NFT,EZ_NFT_SALES,TREE_AUTHORITY,TEXT
NFT,EZ_NFT_SALES,MERKLE_TREE,TEXT
NFT,EZ_NFT_SALES,LEAF_INDEX,NUMBER
NFT,EZ_NFT_SALES,IS_COMPRESSED,BOOLEAN
NFT,EZ_NFT_SALES,NFT_COLLECTION_NAME,TEXT
NFT,EZ_NFT_SALES,COLLECTION_ID,TEXT
NFT,EZ_NFT_SALES,CREATORS,VARIANT
NFT,EZ_NFT_SALES,AUTHORITY,TEXT
NFT,EZ_NFT_SALES,METADATA,ARRAY
NFT,EZ_NFT_SALES,IMAGE_URL,TEXT
NFT,EZ_NFT_SALES,METADATA_URI,TEXT
NFT,EZ_NFT_SALES,EZ_NFT_SALES_ID,TEXT
NFT,EZ_NFT_SALES,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
NFT,EZ_NFT_SALES,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_BURN_ACTIONS,BLOCK_ID,NUMBER
NFT,FACT_NFT_BURN_ACTIONS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_BURN_ACTIONS,TX_ID,TEXT
NFT,FACT_NFT_BURN_ACTIONS,SUCCEEDED,BOOLEAN
NFT,FACT_NFT_BURN_ACTIONS,INDEX,NUMBER
NFT,FACT_NFT_BURN_ACTIONS,INNER_INDEX,NUMBER
NFT,FACT_NFT_BURN_ACTIONS,EVENT_TYPE,TEXT
NFT,FACT_NFT_BURN_ACTIONS,MINT,TEXT
NFT,FACT_NFT_BURN_ACTIONS,BURN_AMOUNT,NUMBER
NFT,FACT_NFT_BURN_ACTIONS,BURN_AUTHORITY,TEXT
NFT,FACT_NFT_BURN_ACTIONS,SIGNERS,TEXT
NFT,FACT_NFT_BURN_ACTIONS,DECIMAL,NUMBER
NFT,FACT_NFT_BURN_ACTIONS,MINT_STANDARD_TYPE,TEXT
NFT,FACT_NFT_BURN_ACTIONS,FACT_NFT_BURN_ACTIONS_ID,TEXT
NFT,FACT_NFT_BURN_ACTIONS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_BURN_ACTIONS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINTS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINTS,BLOCK_ID,NUMBER
NFT,FACT_NFT_MINTS,TX_ID,TEXT
NFT,FACT_NFT_MINTS,SUCCEEDED,BOOLEAN
NFT,FACT_NFT_MINTS,PROGRAM_ID,TEXT
NFT,FACT_NFT_MINTS,PURCHASER,TEXT
NFT,FACT_NFT_MINTS,MINT_PRICE,FLOAT
NFT,FACT_NFT_MINTS,MINT_CURRENCY,TEXT
NFT,FACT_NFT_MINTS,MINT,TEXT
NFT,FACT_NFT_MINTS,IS_COMPRESSED,BOOLEAN
NFT,FACT_NFT_MINTS,FACT_NFT_MINTS_ID,TEXT
NFT,FACT_NFT_MINTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINT_ACTIONS,BLOCK_ID,NUMBER
NFT,FACT_NFT_MINT_ACTIONS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINT_ACTIONS,TX_ID,TEXT
NFT,FACT_NFT_MINT_ACTIONS,SUCCEEDED,BOOLEAN
NFT,FACT_NFT_MINT_ACTIONS,INDEX,NUMBER
NFT,FACT_NFT_MINT_ACTIONS,INNER_INDEX,NUMBER
NFT,FACT_NFT_MINT_ACTIONS,EVENT_TYPE,TEXT
NFT,FACT_NFT_MINT_ACTIONS,MINT,TEXT
NFT,FACT_NFT_MINT_ACTIONS,MINT_AMOUNT,NUMBER
NFT,FACT_NFT_MINT_ACTIONS,MINT_AUTHORITY,TEXT
NFT,FACT_NFT_MINT_ACTIONS,SIGNERS,TEXT
NFT,FACT_NFT_MINT_ACTIONS,DECIMAL,NUMBER
NFT,FACT_NFT_MINT_ACTIONS,MINT_STANDARD_TYPE,TEXT
NFT,FACT_NFT_MINT_ACTIONS,FACT_NFT_MINT_ACTIONS_ID,TEXT
NFT,FACT_NFT_MINT_ACTIONS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
NFT,FACT_NFT_MINT_ACTIONS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,DIM_ASSET_METADATA,TOKEN_ADDRESS,TEXT
PRICE,DIM_ASSET_METADATA,ASSET_ID,TEXT
PRICE,DIM_ASSET_METADATA,SYMBOL,TEXT
PRICE,DIM_ASSET_METADATA,NAME,TEXT
PRICE,DIM_ASSET_METADATA,BLOCKCHAIN,TEXT
PRICE,DIM_ASSET_METADATA,BLOCKCHAIN_ID,TEXT
PRICE,DIM_ASSET_METADATA,PROVIDER,TEXT
PRICE,DIM_ASSET_METADATA,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,DIM_ASSET_METADATA,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,DIM_ASSET_METADATA,DIM_ASSET_METADATA_ID,TEXT
PRICE,EZ_ASSET_METADATA,TOKEN_ADDRESS,TEXT
PRICE,EZ_ASSET_METADATA,ASSET_ID,TEXT
PRICE,EZ_ASSET_METADATA,SYMBOL,TEXT
PRICE,EZ_ASSET_METADATA,NAME,TEXT
PRICE,EZ_ASSET_METADATA,DECIMALS,NUMBER
PRICE,EZ_ASSET_METADATA,BLOCKCHAIN,TEXT
PRICE,EZ_ASSET_METADATA,IS_NATIVE,BOOLEAN
PRICE,EZ_ASSET_METADATA,IS_DEPRECATED,BOOLEAN
PRICE,EZ_ASSET_METADATA,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,EZ_ASSET_METADATA,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,EZ_ASSET_METADATA,EZ_ASSET_METADATA_ID,TEXT
PRICE,EZ_PRICES_HOURLY,HOUR,TIMESTAMP_NTZ
PRICE,EZ_PRICES_HOURLY,TOKEN_ADDRESS,TEXT
PRICE,EZ_PRICES_HOURLY,SYMBOL,TEXT
PRICE,EZ_PRICES_HOURLY,NAME,TEXT
PRICE,EZ_PRICES_HOURLY,DECIMALS,NUMBER
PRICE,EZ_PRICES_HOURLY,PRICE,FLOAT
PRICE,EZ_PRICES_HOURLY,BLOCKCHAIN,TEXT
PRICE,EZ_PRICES_HOURLY,IS_NATIVE,BOOLEAN
PRICE,EZ_PRICES_HOURLY,IS_IMPUTED,BOOLEAN
PRICE,EZ_PRICES_HOURLY,IS_DEPRECATED,BOOLEAN
PRICE,EZ_PRICES_HOURLY,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,EZ_PRICES_HOURLY,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,EZ_PRICES_HOURLY,EZ_PRICES_HOURLY_ID,TEXT
PRICE,FACT_PRICES_OHLC_HOURLY,ASSET_ID,TEXT
PRICE,FACT_PRICES_OHLC_HOURLY,HOUR,TIMESTAMP_NTZ
PRICE,FACT_PRICES_OHLC_HOURLY,OPEN,FLOAT
PRICE,FACT_PRICES_OHLC_HOURLY,HIGH,FLOAT
PRICE,FACT_PRICES_OHLC_HOURLY,LOW,FLOAT
PRICE,FACT_PRICES_OHLC_HOURLY,CLOSE,FLOAT
PRICE,FACT_PRICES_OHLC_HOURLY,PROVIDER,TEXT
PRICE,FACT_PRICES_OHLC_HOURLY,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,FACT_PRICES_OHLC_HOURLY,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
PRICE,FACT_PRICES_OHLC_HOURLY,FACT_PRICES_OHLC_HOURLY_ID,TEXT
SA,CONSUMPTION_RESULTS,DATE,DATE
SA,CONSUMPTION_RESULTS,WALLET,TEXT
SA,CONSUMPTION_RESULTS,ARCO_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,BIOMASS_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,CARBON_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,CUORE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,DIAMOND_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,HYG_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,FEORE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,LUMANITE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,NITRO_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,ROCHINOL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,SAND_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,TIORE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,AGEL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,AMMO_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,COPPER_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,CPRWIRE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,CRYSLAT_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,ELECMAG_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,ELECTRO_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,ENRGSUB_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,FSTAB_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,FOOD_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,FRMWRK_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,FUEL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,GRAPH_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,HCRB_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,IRON_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,MAGNET_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,PRTACL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,POLYMER_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,PWRSRC_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,RADABS_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,STEEL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,STRANGE_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,SPRCOND_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,TTNM_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,TOOL_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,SDU_BURN_AMOUNT,FLOAT
SA,CONSUMPTION_RESULTS,CONSUMPTION_RESULTS_ID,TEXT
SA,CONSUMPTION_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,CONSUMPTION_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,CRAFTING_RESULTS,DATE,DATE
SA,CRAFTING_RESULTS,WALLET,TEXT
SA,CRAFTING_RESULTS,AGEL_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,AMMO_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,COPPER_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,CPRWIRE_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,CRYSLAT_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,ELECMAG_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,ELECTRO_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,ENRGSUB_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,FSTAB_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,FOOD_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,FRMWRK_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,FUEL_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,GRAPH_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,HCRB_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,IRON_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,MAGNET_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,PRTACL_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,POLYMER_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,PWRSRC_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,RADABS_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,STEEL_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,STRANGE_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,SPRCOND_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,TTNM_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,TOOL_AMOUNT,FLOAT
SA,CRAFTING_RESULTS,CRAFTING_RESULTS_ID,TEXT
SA,CRAFTING_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,CRAFTING_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,MINING_FLEETS,WALLET,TEXT
SA,MINING_FLEETS,PLAYER_PROFILE,TEXT
SA,MINING_FLEETS,MINING_FLEETS,TEXT
SA,MINING_FLEETS,MINING_FLEETS_ID,TEXT
SA,MINING_FLEETS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,MINING_FLEETS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,MINING_RESULTS,DATE,DATE
SA,MINING_RESULTS,WALLET,TEXT
SA,MINING_RESULTS,ARCO_MINED,FLOAT
SA,MINING_RESULTS,BIOMASS_MINED,FLOAT
SA,MINING_RESULTS,CARBON_MINED,FLOAT
SA,MINING_RESULTS,CUORE_MINED,FLOAT
SA,MINING_RESULTS,DIAMOND_MINED,FLOAT
SA,MINING_RESULTS,HYG_MINED,FLOAT
SA,MINING_RESULTS,FEORE_MINED,FLOAT
SA,MINING_RESULTS,LUMANITE_MINED,FLOAT
SA,MINING_RESULTS,NITRO_MINED,FLOAT
SA,MINING_RESULTS,ROCHINOL_MINED,FLOAT
SA,MINING_RESULTS,SAND_MINED,FLOAT
SA,MINING_RESULTS,TIORE_MINED,FLOAT
SA,MINING_RESULTS,SDU_COLLECTED,FLOAT
SA,MINING_RESULTS,MINING_RESULTS_ID,TEXT
SA,MINING_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,MINING_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,PROFILE_WALLETS,PLAYER_PROFILE,TEXT
SA,PROFILE_WALLETS,WALLET,TEXT
SA,PROFILE_WALLETS,PROFILE_WALLETS_ID,TEXT
SA,PROFILE_WALLETS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,PROFILE_WALLETS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,R4_HARVEST_RESULTS,DATE,DATE
SA,R4_HARVEST_RESULTS,WALLET,TEXT
SA,R4_HARVEST_RESULTS,HARVEST_FUEL,FLOAT
SA,R4_HARVEST_RESULTS,HARVEST_FOOD,FLOAT
SA,R4_HARVEST_RESULTS,HARVEST_AMMO,FLOAT
SA,R4_HARVEST_RESULTS,HARVEST_TOOL,FLOAT
SA,R4_HARVEST_RESULTS,REFILL_RESULTS_ID,TEXT
SA,R4_HARVEST_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,R4_HARVEST_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,REFILL_RESULTS,DATE,DATE
SA,REFILL_RESULTS,WALLET,TEXT
SA,REFILL_RESULTS,FUEL_REFILL,FLOAT
SA,REFILL_RESULTS,FOOD_REFILL,FLOAT
SA,REFILL_RESULTS,AMMO_REFILL,FLOAT
SA,REFILL_RESULTS,TOOL_REFILL,FLOAT
SA,REFILL_RESULTS,REFILL_RESULTS_ID,TEXT
SA,REFILL_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,REFILL_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,SCANNING_FLEETS,PLAYER_PROFILE,TEXT
SA,SCANNING_FLEETS,SCANNING_FLEETS,TEXT
SA,SCANNING_FLEETS,SCANNING_FLEETS_ID,TEXT
SA,SCANNING_FLEETS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,SCANNING_FLEETS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SA,SCANNING_RESULTS,DATE,DATE
SA,SCANNING_RESULTS,PLAYER_PROFILE,TEXT
SA,SCANNING_RESULTS,SDU_FOUND,FLOAT
SA,SCANNING_RESULTS,FOOD_BURNED,FLOAT
SA,SCANNING_RESULTS,FUEL_BURNED,FLOAT
SA,SCANNING_RESULTS,MSCANNING_RESULTS_ID,TEXT
SA,SCANNING_RESULTS,INSERTED_TIMESTAMP,TIMESTAMP_NTZ
SA,SCANNING_RESULTS,MODIFIED_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,DIM_LABELS,BLOCKCHAIN,TEXT
SOLANA_SHARE,DIM_LABELS,CREATOR,TEXT
SOLANA_SHARE,DIM_LABELS,ADDRESS,TEXT
SOLANA_SHARE,DIM_LABELS,LABEL_TYPE,TEXT
SOLANA_SHARE,DIM_LABELS,LABEL_SUBTYPE,TEXT
SOLANA_SHARE,DIM_LABELS,LABEL,TEXT
SOLANA_SHARE,DIM_LABELS,ADDRESS_NAME,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,BLOCKCHAIN,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,CONTRACT_ADDRESS,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,CONTRACT_NAME,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,CREATED_AT_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,DIM_NFT_METADATA,MINT,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,CREATOR_ADDRESS,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,CREATOR_NAME,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,IMAGE_URL,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,PROJECT_NAME,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,TOKEN_ID,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,TOKEN_METADATA,OBJECT
SOLANA_SHARE,DIM_NFT_METADATA,TOKEN_METADATA_URI,TEXT
SOLANA_SHARE,DIM_NFT_METADATA,TOKEN_NAME,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,BLOCK_ID,VARIANT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,TX_ID,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,SUCCEEDED,BOOLEAN
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,INDEX,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,EVENT_TYPE,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,SIGNERS,ARRAY
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,STAKE_AUTHORITY,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,WITHDRAW_AUTHORITY,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,STAKE_ACCOUNT,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,STAKE_ACTIVE,BOOLEAN
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,PRE_TX_STAKED_BALANCE,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,POST_TX_STAKED_BALANCE,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,WITHDRAW_AMOUNT,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,WITHDRAW_DESTINATION,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,VOTE_ACCOUNT,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,NODE_PUBKEY,TEXT
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,VALIDATOR_RANK,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,COMMISSION,NUMBER
SOLANA_SHARE,EZ_STAKING_LP_ACTIONS,VALIDATOR_NAME,TEXT
SOLANA_SHARE,FACT_BLOCKS,BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_BLOCKS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_BLOCKS,NETWORK,TEXT
SOLANA_SHARE,FACT_BLOCKS,CHAIN_ID,TEXT
SOLANA_SHARE,FACT_BLOCKS,TX_COUNT,NUMBER
SOLANA_SHARE,FACT_BLOCKS,BLOCK_HEIGHT,NUMBER
SOLANA_SHARE,FACT_BLOCKS,BLOCK_HASH,TEXT
SOLANA_SHARE,FACT_BLOCKS,PREVIOUS_BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_BLOCKS,PREVIOUS_BLOCK_HASH,TEXT
SOLANA_SHARE,FACT_EVENTS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_EVENTS,BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_EVENTS,TX_ID,TEXT
SOLANA_SHARE,FACT_EVENTS,SUCCEEDED,BOOLEAN
SOLANA_SHARE,FACT_EVENTS,INDEX,NUMBER
SOLANA_SHARE,FACT_EVENTS,EVENT_TYPE,TEXT
SOLANA_SHARE,FACT_EVENTS,PROGRAM_ID,TEXT
SOLANA_SHARE,FACT_EVENTS,INSTRUCTION,VARIANT
SOLANA_SHARE,FACT_EVENTS,INNER_INSTRUCTION,VARIANT
SOLANA_SHARE,FACT_GAUGES_CREATES,PROGRAM_NAME,TEXT
SOLANA_SHARE,FACT_GAUGES_CREATES,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_GAUGES_CREATES,BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_GAUGES_CREATES,TX_ID,TEXT
SOLANA_SHARE,FACT_GAUGES_CREATES,SUCCEEDED,BOOLEAN
SOLANA_SHARE,FACT_GAUGES_CREATES,SIGNER,TEXT
SOLANA_SHARE,FACT_GAUGES_CREATES,GAUGE,TEXT
SOLANA_SHARE,FACT_GAUGES_CREATES,GAUGEMEISTER,TEXT
SOLANA_SHARE,FACT_GAUGES_CREATES,VALIDATOR_ACCOUNT,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,PROGRAM_NAME,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_GAUGES_VOTES,BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_GAUGES_VOTES,TX_ID,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,SUCCEEDED,BOOLEAN
SOLANA_SHARE,FACT_GAUGES_VOTES,VOTER,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,VOTER_NFT,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,GAUGE,TEXT
SOLANA_SHARE,FACT_GAUGES_VOTES,POWER,NUMBER
SOLANA_SHARE,FACT_GAUGES_VOTES,DELEGATED_SHARES,NUMBER
SOLANA_SHARE,FACT_GOV_ACTIONS,PROGRAM_NAME,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_GOV_ACTIONS,BLOCK_ID,NUMBER
SOLANA_SHARE,FACT_GOV_ACTIONS,TX_ID,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,SUCCEEDED,BOOLEAN
SOLANA_SHARE,FACT_GOV_ACTIONS,SIGNER,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,LOCKER_ACCOUNT,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,LOCKER_NFT,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,MINT,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,ACTION,TEXT
SOLANA_SHARE,FACT_GOV_ACTIONS,AMOUNT,FLOAT
SOLANA_SHARE,FACT_NFT_MINTS,BLOCK_TIMESTAMP,TIMESTAMP_NTZ
SOLANA_SHARE,FACT_NFT_MINTS,BLOCK_ID,NUMBER
